DATE CHECKED,ORG NAME,EIN,STATUS,EXPIRATION DATE,SOURCE,NOTES
7/18/2026,Tl Spence Jr Veterans Museum Inc,853825004,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,411 Brand Foundation,462972409,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Appalachian Area Crisis Pregnancy Center Inc,581970404,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Faithful Servants International Ministries Inc,820557598,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Beasley Johnson Family Foundation — R Darrell Beasley Ttee,836221896,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Friends Of Mahima Homes Inc,992953178,Current,3/28/2027,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Pendleton King Park Foundation Inc,582661205,Upcoming Filing,9/16/2026,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Virgil Lee Family Foundation Inc,934198146,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Professional Family Child Care Alliance Of Georgia Inc,453936090,Delinquent,4/12/2025,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Savannah Bicycle Campaign Inc — Savannah Bicycle Campaign,262346380,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Timbuktu Bamba Inc,851665977,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Nichols Enterprise Ministry,883150858,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Parent Booster Usa Inc — Wildcat Baseball Club Inc,873920480,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Suzuki Parent Volunteer Association Incorporated,934033783,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Of The Eight Inc,992136517,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Global Mission Alliance Inc,453047773,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pure Water Initiative Inc,463817246,Delinquent,4/27/2022,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Boy With A Ball San Antonio,453782650,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pay It Forward Athens,843050027,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Brahim Global Charities Inc,394926768,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Parent Booster Usa Inc — Sandy Creek End Zone Club Inc,821010041,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Warren P & Ava F Sewell Foundation Inc,581791240,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Real Woman International Inc,465555713,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Creekview Junior Grizzly Football Inc,473624544,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Global Empowerment And Education Foundation Inc,454001274,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Steam Sports Foundation Ltd,810696968,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Kids For Him Inc — Kingdoms Kid Ministry,582630182,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Truc Lam Buddhist Learning Center Inc,455539315,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Virtuemedia,860966587,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Mina Stones Foundation Inc,394659922,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Seeds Of Grace Missions,334279780,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,X Cares,872621105,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Murdock Elementary School Foundation Inc — Mesf,770634995,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Labrador Friends Of The South Inc,204030660,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,The Thomas W Dortch Jr Foundation Inc,203832062,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Open Door Christian Homes Inc,205875840,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Feidler Family Foundation — Mark L Feidler Ttee,276336037,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Hitf Inc,205155590,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Wfhs Boys Lacrosse Inc,800856431,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Hospitality Business Network Foundation Inc,462010898,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Women In Film Inc,581316654,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Smyrna Elementary School Foundation Inc,842078708,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Tri City Latino Association Inc,465061601,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Prevention Plus Inc,581707609,Delinquent,7/9/2017,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Endeavor Freedom Inc,752984665,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Minerva Foundation Inc,470926754,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,The Georgia Academy For Economic Development Inc,582472815,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Opportunities For Kids,582523751,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Joyful Noise Productions Inc,811527358,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Charlotte And Hazel Otyson Memorial Test Tr — Mcallister Bryan E Ttee,586383699,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,New Hope Horizons Inc,813592038,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Red Horse Retirement Rehab And Rescue Inc — Sunny Brook Stables,923829211,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Commission International Inc,810561279,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Children Inspiring Hope Inc,261778315,Delinquent,1/22/2011,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Ace Atlanta,383881075,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia National Cemetery Advisory Council Inc,452553435,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Midway Elementary School Pto,821612771,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Independent Living Horizons Ten Inc,202076638,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Ingram Foundation Inc,582520318,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Parent Booster Usa Inc — Woodstock Softball Booster Club Inc,822573365,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Dunkin Brands Disaster Relief Fund,203493525,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Elsie Sang Charitable Trust — Shechtman Elizabeth & I Sang Ttees,586378638,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Se Haiti Medical Facility Inc,934960685,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Joys Promise Canine Rescue Inc,883612839,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Neighborhood Foundation For Youth Education And Development Inc,871755271,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Evu Inc,934823718,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Southern Agents Conference Inc,471236425,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,4 Evamor Inc,465073185,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Bako Medical Education Foundation Inc,813095283,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Biando Family Foundation Inc,332182131,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Chattahoochee Hill Country Conservancy Inc,200001593,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Creative Foundation For Art & Technology Inc,853133959,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Cultivate Roots Coalition — Cultivate Roots Co,993222743,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Dreamers Institute Inc,331301886,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Fulton County Council On Aging Inc,581299095,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Gates Of Hope Inc,821956109,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Hddc Equitable Development Corporation,873357712,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pj Robinson Medical Education Suppo Rt Institute Inc,412957356,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Renaissance Hope Community Alliance Inc,392574090,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Sister In Love Inc,394425906,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Taranga Lw Foundation,815446641,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,National Exchange Club — 1339 Cartersville Bartow County Ga,311170004,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Cimerron Council Inc,611638491,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Thayer Corporation,236266383,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Xpx Atlanta Inc,842328966,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Gainesville Athletic Club Inc,582533346,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Chestatee High School Band Booster,830558054,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Beyond These Walls Inc,453865345,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Ignite 3 16 Inc,921799200,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Extension 4 H Foundation — Emanuel County Extension 4 H,371561527,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Captain E J Huges Foundation Inc,273650257,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Sawnee Mt Kennel Club Of Ga Inc,911997228,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Extension 4 H Foundation — Cherokee County Extension 4 H,582629547,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Metter Chamber Of Commerce,580681762,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Free & Accepted Masons Of Georgia — 3 Benevolent Lodge,237508676,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Southeast Festivals & Events Association,582422672,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,His Ministries Inc,611698517,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Tri State Food Pantry Inc,203427202,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Lewis & Raulerson Friendly Express Charitable Foundation Inc,272253358,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Meadowgrove Club Inc,581132440,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Metro Atlanta Fire Fighters Conference Inc,823917841,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Chattooga County Chamber Of Commerce,581378618,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Joe & Kim Stanley Ministries Inc,581925998,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,American Legion — 0140 Waldo M Slaton Inc,581092737,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Farm Bureau Federation — Johnson County Farm Bureau Inc,580909872,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,National Exchange Club — 1324 Albany Ga,586044348,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Tommie Smith Youth Initiative Tsyi Inc,461353846,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Karam Fellowship Incorporated,852976383,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,German Cultural Foundation,271489119,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Wimberly House Ministries Inc,582190290,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Brantley County Band Boosters Ltd,851565064,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Appling County Band Boosters Inc,271161231,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Tuw Sally W Hunt Item Iv Fbo Albany Humane Society,456385375,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Maddox Fam Foundation,586332618,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,4 Th Dimension Living Inc,880989171,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Collinson Fam Foundation — John Christopher Collinson Ttee,376634804,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Cousins Properties Foundation Inc,203982777,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Kettering Executive Network Inc,272986070,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Wecanhelp Foundation,260394367,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Rho Sigma Lambda — Rho Sigma Lambda Foundation,452463661,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Deliverance Revolution Ministry Inc,834203687,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Advocare Foundation Ltd,113231782,Current,8/22/2028,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Dsc Ga Chapter Inc,842477274,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Bainbridge Little Theater Ltd,581308260,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Casa Samuel Inc — Casa Samuel,842800150,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Atlanta Estate Planning Council Inc,581317666,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Speaking Truth And Never Doubting Unlimited Potential — Standup,823808705,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Leica S Saving Paws Rescue,471720524,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Friends Of Holly Springs Inc,873747868,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Statesboro Board Of Realtors Inc,581486338,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,North Gwinnett Robotics Foundation Inc,881348909,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Creative Minds Charitable Foundation Inc,934524536,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Grayson High School Band Association Inc,582518553,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Dunwoody High School Parent Teacher Organization,582617690,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Aoma Of Columbus Inc,581673683,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Communication Workers Of America — 3207 Cwa,586048226,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Cpc Of The Wmm Atlanta Ga One Inc,821840353,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Statesboro Lodge No 1089 Loyal Order Of Moose — 1089,580613988,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Greater Atlanta Water Safety Alliance Inc,853818221,Current,2/23/2028,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Buford Community Thrift Shop Inc,581380045,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Farm Bureau Federation — Ben Hill County Farm Bureau,237147587,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Louie & Evelyn Livingston Family Foundation — Livingston Louie Co Ttee,586428897,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pockets Of Promise Inc — Acts Foundation,463948834,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Landlovers Foundation Inc,830380040,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,The Baby Pantry Inc,474991481,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Walking In The Light Ministries,582413123,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Community Outreach In Action — Janice F Dixon Sole Mbr,455578239,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Soup Or Something Ltd,352614846,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Fraternity Of The 4 Paws Inc,863922998,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Stolkin Temple No 22 Ancient Egyptian Arabic Order Nobles,237536460,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Cces Pto Inc,473843171,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Extension 4 H Foundation — Screven County Extension 4 H,582632771,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Farm Bureau Federation — Worth County Farm Bureau,580805692,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,First Presbyterian Preschool Foundation Incorporated,452673185,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Educational Access Inc,582261526,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Sigma Gamma Rho Sorority Inc — Iota Zeta Sigma,912111813,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Maxmath Tutoring Online Inc,451048410,Delinquent,5/16/2015,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Cedartown Junior Service League Inc,581540122,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pink Box Partners Inc,392419874,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Deanfox Foundation Inc,586033168,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Knights Templar Of The United States Of America — Grand Commandery Of Georgia,580317155,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Frida And Max Foundation Inc,334726471,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Robojackets Inc,301245512,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Extension 4 H Foundation — Chattooga County Extension 4 H,582650861,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Screven County Community Collaborative Inc,582472601,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Gujarati Cultural Association Of North America,271460967,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,International Association Of Lions Clubs — 7398 Cordele,237058733,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,100 Black Men Of Augusta Inc,582095878,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,East Cobb Lions Club Foundation Inc,582649086,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Mccall Foundation — 2019001739,570835071,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Parent Booster Usa Inc — Dawson County Hs Boys And Girls Bas,843669701,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pour Over Love Foundation Inc,872314523,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Braxton Dollar Foundation,834645515,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Hart County Clothes Closet Food,581646521,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Greater Atlanta Malayalee Association,582563379,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Grace Foundation Family Transformation Inc,883224151,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Wipa Boston,921458297,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Starrs Mill Band Boosters Inc,582326141,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,You Lucky Dog Rescue And Sanctuary Inc,454038998,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Library Association,586043537,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Atlanta Ymca Young Qalicb,882135482,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Pta Georgia Congress — Autrey Mill Ms Pta,562355560,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Promise Of God Inc,850596252,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Sweet Hearts Inc,834647931,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,The Artisans Village Inc,462151684,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Better Ballot Georgia Inc,862004198,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Acworth Expanding Horizons Foundation,882034101,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Keheley Elementary School Foundation Inc,820868458,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Midwife Me Ltd,851096589,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Data Science Initiative,844045150,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Mc Dugout Club Inc,331353921,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Propeller Club Of The United States Port Of Savannah,581540618,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Venture Of Faith Camp Inc,881549079,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Carters Daycare Learning And Development Center Inc,271466933,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Law Enforcement Executive Development Seminar,264021777,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Telfair Hospital For Females Inc,581414865,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Benevolent & Protective Order Of Elks Of The Usa — 1286 Douglas,580619649,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Okefenokee Fair Association Incorporated,580836315,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Neighborhood Works Inc,331057421,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Reborn Minds Inc,831350411,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Concerns Of Police Survivors — Georgia Cops,582258997,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Gateway Performance Productions,341196960,Current,12/2/2027,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Lawrenceville Kennel Club Inc,581416244,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Peachtree Hills Civic Association Inc,581833931,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,City Of Hope Homeless Shelter Inc,842977415,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Golden Isles Soccer Officials Association Inc,200283419,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Samaritans Together Of Henry County Inc,582010737,Delinquent,2/1/2021,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Rayle Emc Foundation Inc,844866459,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Benevolent & Protective Order Of Elks Of The Usa — 1100 Elberton,580865569,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Atlanta Golden Retriever Club Inc,454228943,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Deep Healing Ministries Of Atlanta Inc,813879364,Delinquent,6/30/2024,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Glasgow Wrestling Academy And Fitness,825170584,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,National Armor And Cavalry Heritage Foundation Inc — Nacmf,270776714,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Association For Health Physical Education Recreation — Gahperd,273590464,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,John W Robinson Fam Foundation Inc,582315669,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Children In Action Sports Club Llc,262717334,Delinquent,6/16/2021,Georgia SOS Charity Search,exact normalized name match
7/18/2026,North Atlanta Dance Theatre Inc,582525802,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Richard And Helen Robbins Familyfoundation Inc,208440979,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Beautiful Backroads Century Inc,263272644,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Friends Of Animal Control Team Savannh Inc — F A C T S,272873128,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Victory Impact Alliance Inc,392911251,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Melvyn P And Eleanor N Galin Family Foundation Inc,412066152,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Carver Ministries Inc,473102990,Delinquent,4/25/2020,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Light Up The Corners,811450533,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,King For America Inc Non Profit Fai Th Based & Community Agencies — King For America,900397770,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Savannah Benevolent Association Inc,586033040,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Restore Place Inc,473052964,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Mollie S Moseley Eye Foundation Tr Of Ga Inc,586251607,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Georgia Farm Bureau Federation — Candler County Farm Bureau,237147591,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Reaching The Nations Inc — Reaching The Nations,921137165,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Woods Fam Foundation — Woods Eloise A Et Al Ttee,586367893,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Deacons Heart,934800299,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Psi Omega Foundation,263506618,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Grady County Help Agencies Inc,581681104,Upcoming Filing,12/8/2026,Georgia SOS Charity Search,exact normalized name match
7/18/2026,Professional Association Of Georgia Educators Foundation Inc,581740503,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Hillgrove Boys Lacrosse Booster Club,452801186,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Walton Raider Orchestra Guild Inc,371731339,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Integrity Childrens Fund Inc,582659974,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Mitchell County Children And Youth Inc,581935911,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
7/18/2026,Lake Lucerne Restoration Tr Fund Inc,753065417,Not Registered,,Georgia SOS Charity Search,No safe Georgia match
