CharityID	RegistrationNumber	CategoryCode	IRSCode	EIN	Purpose	Name	InCareOF	Address1	Address2	City	State	Zip	Phone	PeriodBeginning	PeriodEnding	TotalRevenue	ProgramServiceExpense	ManagementExpense	FundRaisingExpense	TotalAssets
36788	36242	561	501(c)(3)	205221242	To enable the underprivileged grade school children of the great Nehalem Bay and North Tillamook County area of Oregon to broaden their horizons though life expanding opportunities such as, but not limited to, OMSI camps, Oregon State University 4H camps, art, literature, drama, and golf camps	Mudd-Nick Foundation		PO Box 250		Manzanita	OR	97130	5033292599	01/01/2025	12/31/2025	213097.0000	199405.0000	22437.0000	5241.0000	673110.0000
36793	36247	123	501(c)(0)	204653427	To provide an intimate, open and non-religiously affiliated environment where people from the surrounding neighborhood and all walks of life can come discover, further expand and explore, or refine their own spirituality, inner peace, health, and wellness	Everett & Flanders House Community Club Non-Profit Inc		2927 NE Everett St		Portland	OR	97232	5032324099	01/01/2024	12/31/2024	2346726.0000	2161161.0000	0.0000	0.0000	287701.0000
36794	36248	205	501(c)(3)	510572587	To promote and educate about naturopathic midwifery, to support and educate within the naturopathic midwifery community, and to work on and encourage research on outcomes in naturopathic midwifery	American Association of Naturopathic Midwives	Jill Turner	2428 NE Division St		Gresham	OR	97030	5039983545	01/01/2025	12/31/2025	-286.0200	0.0000	0.0000	0.0000	35661.0000
36797	36251	999	501(c)(3)	203159482	Operated exclusively for charitable, scientific, literary and educational purposes.	Donald N. McGregor Foundation		1530 SW Taylor St		Portland	OR	972051819	5037960909	01/01/2024	12/31/2024	19444.0000	0.0000	0.0000	0.0000	13515.0000
36798	36252	35	501(c)(3)	814245788	To promote the welfare of children and youth in home, school, community, and place of worship	Philander Lee Elementary PTO		1110 S Ivy St		Canby	OR	97013	5032637150	07/01/2024	06/30/2025	26602.0000	0.0000	0.0000	0.0000	36807.0000
36800	36253	602	501(c)(3)	205111506	To raise funds, plan, and support educational institutions and service organizations for rural Benton Co., primarily south of the Corvallis & Philomath UGBs. Our initial project is to establish Muddy Creek Charter School, but additional projects could include preschool programs, community centers, rural sustainability programs, science centers, etc.	Inavale Community Partners, Inc.	dba: Muddy Creek Charter School	30252 Bellfountain Rd		Corvallis	OR	97333	5417520377	07/01/2024	06/30/2025	1346946.0000	1105878.0000	574205.0000	0.0000	-276521.0000
36801	36254	356	501(c)(3)	202769175	Advance education in the aesthetic, historical, scientific, and horticultural features of the art of bonsai. Stimulate public and club member interest, knowledge, and participation in and appreciation of bonsai through displays, speakers, and field trips	Willamette Valley Bonsai Society	% Matt Haynes	3295 Jack St N		Keizer	OR	97303	9712408415	01/01/2025	12/31/2025	1656.2100	0.0000	0.0000	0.0000	16083.1600
36804	36256	60	501(c)(3)	562186718	Museum of the Marines was organized for the purpose of creating and sustaining a historical and educational complex showcasing the sacrifice, achievements, and steadfast service of the Carolina marines and sailors, their host communities and core values of American citizenship	Museum of the Marine	Janeall Lucas, Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	9109370033	07/01/2011	06/30/2012	0	24526.0000	126751.0000	63671.0000	0
36806	36258	520	501(c)(0)		Recruiter watch PDX is a peace and social justice organization, organized to educate the community and particularly youth about alternatives to military service. We provide community presentations, workshops, and youth leadership development activities for self empowerment around military recruitment	Recruiter Watch PDX	% Joanne Rees	10115 SE Long St		Portland	OR	97266	5037751385	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	0.0000
36807	36259	560	501(c)(3)	205351113	Primary objective is to offer person to person service to the needy and suffering in the tradition of its founder, Frederic Ozanam, and patron, Vincent De Paul	Society of St Vincent De Paul, La Pine, Oregon Conference		PO Box 1008		La Pine	OR	97739	5415361956	10/01/2024	09/30/2025	805145.0000	607379.0000	158982.0000	0.0000	1151237.0000
36808	36260	288	501(c)(3)	721591776	To provide a club for youth in the West Linn area interested in the sport of wrestling.	All-Phase Wrestling Club		1107 Meadowview Ct		West Linn	OR	97068	5032299732	09/01/2022	08/31/2023	86872.0000	95065.0000	0.0000	0.0000	3768.0000
36812	36264	521	501(c)(0)	202204521	To free all people from corporate domination of politics, economics, the environment, culture and information; to establish true democracy; and to create a just society with a sustainable, equitable economy. To host speakers, forums and workshops and work on imitative petitions and ballot measures.	No Corporate Personhood, Inc.	c/o David Delk	1631 NE Broadway St, PMB#451		Portland	OR	97232		01/01/2025	12/31/2025	6.6200	0.0000	0.0000	0.0000	723.2000
36814	36266	40	501(c)(3)	204578828	To financially support art programs in the Sisters School District as well as provide for scholarships to its students planning to major in Art.	Black Butte Ranch Art Guild	Deborah Lee	PO Box 8000 PMB 8005		Black Butte Ranch	OR	97759	9259977638	01/01/2024	12/31/2024	19331.0000	0.0000	0.0000	0.0000	40065.0000
36817	36269	32	501(c)(3)	202264218	The purpose of the preschool is to provide the children of this community the opportunity to know God's love for them and develop a love of learning that will last a lifetime	Zoar Lutheran Preschool		190 SW 3rd		Canby	OR	97013	5032664061	01/01/2025	12/31/2025	35465.0000	0.0000	0.0000	0.0000	12454.0000
36822	36274	321	501(c)(3)	753181967	Youth basketball and softball league for children ages 4 years through 16 years old.	Umpqua Valley Cal Ripken		PO Box 2025		Roseburg	OR	97470	5416733445	10/01/2022	09/30/2023	307236.0000	260161.0000	0.0000	0.0000	132094.0000
36823	36275	88	501(c)(3)	680603171	To provide opportunities for the citizens of West Lane County to participate in the creation and presentation of the lively arts	Applegate Regional Theater, Inc.		PO Box 992		Veneta	OR	97487	5419353636	01/01/2024	12/31/2024	58953.0000	1138.0000	0.0000	0.0000	159336.0000
36826	36278	30	501(c)(3)	593815980	To operate a Waldorf School, promote other Waldorf endeavors	Madrone Trail Initiative		3070 Ross Ln		Medford	OR	97502	5418423657	07/01/2024	06/30/2025	2755449.0000	1941915.0000	997786.0000	0.0000	-239527.0000
36827	36279	281	501(c)(0)		Non-Profit donations include but not limited to local driver education programs.	Northwest Autosports Association		3200 lower mill dr		Hood river	OR	97031	5414902644	01/01/2025	12/31/2025	41565.0000	0.0000	0.0000	0.0000	35360.7200
36833	36285	560	501(c)(3)	202493113	To serve a free nutritious hot meal to any person who arrives at our door every Sunday evening	Faith Café		5150 SW Watson		Beaverton	OR	97005	5038807704	01/01/2025	12/31/2025	50162.0000	0.0000	0.0000	0.0000	95144.0000
36836	36288	149	501(c)(3)	743099712	To provide a membership initiated, governed and conducted programs of study which offer interested persons an opportunity to continue their education in an atmosphere of shared learning.	Oregon Coast Learning Institute	c/o Richard Neese	1140 NE Voyage Ave		Lincoln City	OR	97367	5419944810	07/01/2024	06/30/2025	5610.0000	0.0000	0.0000	0.0000	4443.3600
36839	36291	35	501(c)(3)	562501059	Fundraising in order to provide the kids in our school with extra activities. Examples: Omsi Assembly, Artist in Residence, Student of the Month.	Myrtle Crest Parents, Teachers, Kids Organization		903 Myrtle Crest Ln		Myrtle Point	OR	97458	5412943728	10/01/2023	09/30/2024	13000.0000	0.0000	0.0000	0.0000	5000.0000
36842	36294	460	501(c)(3)	470951075	To provide Lewis and Clark law students with an opportunity to develop practical legal skills and specific knowledge of natural resources and environmental law through the legal representation of natural resource dependent business entities or individuals.	Western Resources Legal Center		9220 SW Barbur Blvd, Ste 327		Portland	OR	97219	5037688500	01/01/2025	12/31/2025	388848.0000	505285.0000	505285.0000	704.0000	901957.0000
36852	36304	288	501(c)(3)	237283854	To promote and encourage long distance running as a competitive sport and as a means of healthful exercise.	Road Runners Club of America, Inc.	c/o Jean Knaack, Executive Director	812 N Prince St		Lancaster	PA	17603	7035253890	01/01/2024	12/31/2024	0.0000	2878113.0000	144716.0000	52999.0000	0.0000
36853	36305	602	501(c)(3)	203190654	To maintain a sponsorship agreement with non-profit organizations whose missions provide educational programs and scholarships to students	White Rose Educational Fund, Inc., The		PO Box 3882		Portland	OR	972083882		01/01/2024	12/31/2024	49539.0000	52207.0000	0.0000	0.0000	66602.0000
36854	36306	30	501(c)(3)	204482612	A public charter school serving grades K-8 located in the Oregon City School District	Springwater Environmental Sciences School		16491 S. Springwater Rd		Oregon City	OR	97045	5036317700	07/01/2023	06/30/2024	2124553.0000	1399272.0000	740262.0000	0.0000	475101.0000
36856	36308	321	501(c)(0)	204250219	Our purpose is to benefit the youth of our community through providing a quality youth wrestling program	Nyssa Bulldog Mat Club, Inc.	c/o Luke Cleaver	514 N 3rd St		Nyssa	OR	97913	5412129322	01/01/2024	12/31/2024	22039.2200	0.0000	0.0000	0.0000	31193.9600
36859	36311	601	501(c)(3)	205356504	To promote the education, development and well-being of students enrolled at Eastern Oregon University	America's Game	Bernie Fetz	PO Box 282		Maupin	OR	970370282	5419801542	01/01/2024	12/31/2024	2150.0000	0.0000	0.0000	0.0000	8178.0200
36863	36314	408	501(c)(4)	930657471	Veteran Group of Japanese American (NISEI) to raise money for scholarship fund high senior graduating) and Japanese American Activities in the metro Portland area	Oregon Nisei Veterans, Inc.	c/o Claude Larouche	12811 SE Hawks Crest Pl		Happy Valley	OR	97086	5036984656	01/01/2025	12/31/2025	1452.0000	0.0000	0.0000	0.0000	52436.0000
36871	36321	119	501(c)(3)	202509072	To pass on the knowledge of the textile arts to the next generation, the arts are cleaning, coloring, and spinning, weaving, knitting, crocheting of wool and other fibers	Heritage Textile Arts Guild	Coos Art Museum	235 Anderson Ave		Coos Bay	OR	97420	5412695661	07/01/2023	06/30/2024	13902.1300	0.0000	0.0000	0.0000	4905.2000
36880	36329	179	501(c)(3)	202582034	To provide assistance to indigent cancer patients, the financial donation is used to assist patients with day to day living expense, not medical expense	Oregon Cancer Foundation		PO Box 11004		Eugene	OR	97440	5416323654	01/01/2024	12/31/2024	488965.0000	354849.0000	83347.0000	60961.0000	866740.0000
36881	36330	119	501(c)(3)	202570037	To provide training and technical assistance to Indian tribes and organizations.	Native Wellness Institute		2830 SE Cleveland Dr		Gresham	OR	97080	5036667669	01/01/2024	12/31/2024	2033584.0000	1631227.0000	401377.0000	0.0000	74438.0000
36885	36334	321	501(c)(3)	201051881	To promote youth wrestling in the Scappoose area and provide opportunities to those youth.	Northwest Oregon Wrestling		33110 Pepper Ln		Warren	OR	97053		01/01/2025	12/31/2025	18999.0000	0.0000	0.0000	0.0000	21866.0000
36891	36340	179	501(c)(3)	202590790	To improve the health and well-being of area residents through broad based community collaboration in accord with principles of the International Healthy Communities Movement	Four Rivers Healthy Community, Inc.		PO Box 923		Ontario	OR	97914	2089701622	01/01/2024	12/31/2024	153886.0000	122506.0000	0.0000	0.0000	191217.0000
36895	36344	46	501(c)(3)	203396506	To teach and educate K-12 students in the Eugene/Springfield area to speak and write Mandarin Chinese, both simplified and traditional character sets, so as to prepare them for SAT II Chinese or AP Chinese exams, we also aim to promote Chinese literature, arts, culture, and history among the local community	Eugene Chinese School		PO Box 51593		Eugene	OR	97405	5416832898	01/01/2024	12/31/2024	6444.0000	0.0000	0.0000	0.0000	18565.0000
36898	36347	166	501(c)(0)	010869265	We are a support group for people with depression and bipolar disorder	DBSA Portland - Eastside	Jean Duncan	38 SE 61st Ave		Portland	OR	97215	5038671499	01/01/2024	12/31/2024	2787.9000	0.0000	0.0000	0.0000	3008.6600
36899	36348	566	501(c)(3)	202592689	Oregon Workforce Partnership (OWP) operates to further the common good and welfare of the people of Oregon through cooperative efforts to improve Oregon's workforce development programs.	Oregon Workforce Partnership		11575 SW Pacific Hwy		Portland	OR	972238671	5035811002	07/01/2023	06/30/2024	1078161.0000	845040.0000	88430.0000	0.0000	187698.0000
36906	36355	88	501(c)(3)	202564636	To produce opera, musical theater, and cabaret performance to a broad segment of the general public, with special emphasis on under-served communities, including new audience development.	Opera Theater Oregon	c/o Lisa Lipton	2869 SE Franklin St		Portland	OR	972022064	5037798746	01/01/2024	12/31/2024	20923.0000	29466.0000	0.0000	0.0000	19388.0000
36907	36356	915	501(c)(0)	208098994	Construction of bridges, roads and water systems.	Bridges Around the World International, Inc.	William Little	80 High Oak Drive		Medford	OR	97504	5419440119	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	0.0000
36914	36362	60	501(c)(3)	204274096	Siskiyou Smokejumper Base Museum will establish and operate a public museum to educate the general public about smoke jumping and firefighting, and increase the public's awareness, appreciation, and understanding of the Siskiyou Smokejumper Base	Siskiyou Smokejumper Base Museum		412 Airport Dr		Cave Junction	OR	97523	5414414804	01/01/2025	12/31/2025	20949.0000	0.0000	0.0000	0.0000	348375.0000
36922	36369	119	501(c)(3)	364591261	To build community through music by providing access to teachers, lessons, classes, concerts, instruments and books.  Dedicated to serving diverse cultures in students taught, communities served, artists presented and audiences attracted.	Artichoke Community Music	ATTN:  Bob Howard	2007 SE Powell Blvd		Portland	OR	97202	5032328845	01/01/2024	12/31/2024	425672.0000	327952.0000	75566.0000	395.0000	200933.0000
36929	36376	160	501(c)(3)	530196644	A lifelong resource, support network, and advocate for listening, learning, talking, and living independently with hearing loss. Through publications, outreach, training, scholarships, and financial aid, AG Bell promotes the use of spoken language and hearing technology	Alexander Graham Bell Association for the Deaf and Hard of Hearing	c/o LaKesha Lynn, Labyrinth, Inc	812 N Prince St		Lancaster	PA	17603	2023375220	01/01/2024	12/31/2024	0.0000	1895276.0000	605879.0000	434760.0000	0.0000
36930	36377	297	501(c)(0)	352252118	To develop, maintain, and enhance a network of environmentally sustainable singletrack trails in northeast Oregon for seasonal use, as appropriate, by trail runners, hikers, cross-country skiers, equestrians and mountain bicyclists.	Blue Mountain Singletrack Trails Club		PO Box 1227		La Grande	OR	97850	5413108770	01/01/2025	12/31/2025	22915.0000	0.0000	0.0000	0.0000	25680.0000
36933	36380	265	501(c)(3)	680023302	Non-profit charity for correctional officers and their families by providing line-of-duty death benefit and catastrophic assistance in cases of accident or illness	Correctional Peace Officers Foundation, Inc.	Denise Miller	1346 N Market Blvd		Sacramento	CA	95834	9169280061	01/01/2024	12/31/2024	0.0000	5011451.0000	1105649.0000	217639.0000	0.0000
36935	36382	565	501(c)(3)	202870155	To provide debt education and certification course via the internet to the general public in connection with bankruptcy actions.	Debt Education and Certification Foundation		114 Goliad St		Benbrook	TX	76126	8177102038	01/01/2024	12/31/2024	0.0000	1355084.0000	660959.0000	0.0000	0.0000
36940	36386	60	501(c)(3)	205026800	To operate a museum and provide resources to showcase local history and educate the public about the history and culture of Linn County and the State of Oregon	Linn County Pioneer Association	Attn: Leisa Keyser	PO Box 57		Brownsville	OR	97327	5416193015	01/01/2024	12/31/2024	19898.0700	0.0000	0.0000	0.0000	6840.7000
36943	36389	430	501(c)(3)	911325007	Dedicated to strengthening the Lesbian/Gay/Bisexual/Transgender and allied community by awarding scholarships to students and grants to organizations	Pride Foundation		2014 E Madison St, Ste 400B		Seattle	WA	98122	2063233318	04/01/2024	03/31/2025	0.0000	8250189.0000	566214.0000	495640.0000	0.0000
36944	36390	326	501(c)(3)	204944364	"To support institutionalized children who live in the care of the Romanian government in orphanages in Bucharest Romania. Funds will be raised for the support of children in Romania on a day to day basis; to start a summer camp program; to send in volunteer teams to help the children, and build a summer camp ""Camp Living Water"" outside Bucharest. Funds will also be used to support staff living in Romania"	Stepping Forward Ministries		PO Box 20065		Salem	OR	97307	5037089553	01/01/2025	12/31/2025	287790.0000	397439.0000	2501.0000	0.0000	10113.0000
36946	36392	575	501(c)(3)	743164186	To feed seniors and disabled people.	The Dalles Meals-On-Wheels, Inc.	Denise Patton	PO Box 689		The Dalles	OR	970580689	5412988333	07/01/2024	06/30/2025	476562.0000	418551.0000	11056.0000	0.0000	524627.0000
36948	36393	430	501(c)(3)	870781320	To promote through human rights education international understanding and tolerance through mutually benefiting volunteer and mentor exchanges and to promote self-sufficiency through varied educational opportunities to those experiencing natural, socioeconomic and/or manmade hardships	Mundo Exchange Inc.	Joan W Williams	1435 NW 30th Ave		Portland	OR	97210	9719406705	01/01/2025	12/31/2025	56210.0000	41806.0000	6331.0000	0.0000	14127.0000
36949	36394	429	501(c)(3)	300022798	Direct services and resources for crime victims, public education on prevalence and impact of crime, training and technical assistance for victim service and providers.	National Center for Victims of Crime, Inc.	Attn: Finance	PO Box 2770		Hyattsville	MD	20784	2024678700	01/01/2024	12/31/2024	0.0000	3418338.0000	1555610.0000	104079.0000	0.0000
36950	36395	565	501(c)(3)	386142925	To provide professional counseling to individuals in need of guidance in the management of their personal finances; in budgeting; and in the wise use of credit; and, in appropriate cases, to arrange for a program for orderly debt liquidation; and to educate the general public the wise and proper use of consumer credit and conduct activities to aid in the accomplishment of the foregoing objectives	GreenPath, Inc.	Elizabeth Shinkonis, Compliance Manager	36500 Corporate Dr		Farmington Hill	MI	48331	2485535400	01/01/2024	12/31/2024	0.0000	39413458.0000	3762340.0000	1909358.0000	0.0000
36952	36397	40	501(c)(4)	931140898	To provide college scholarships.	BMCC Rodeo Boosters, Inc.		PO Box 387		Pendleton	OR	97801	5413101701	01/01/2025	12/31/2025	34918.0000	21171.0000	0.0000	0.0000	105474.0000
36954	36399	429	501(c)(3)	202557070	To promote bicycle transportation, protect bicyclist’s rights and improve bicycling conditions in Washington County, Oregon through education and advocacy.	Washington County Bicycle Transportation Coalition		137 NE 3rd Ave		Hillsboro	OR	97124	5038449740	01/01/2024	12/31/2024	479028.0000	372375.0000	650.0000	684.0000	668794.0000
36956	36401	407	501(c)(0)	202603531	To help provide quality motivated personnel for the Coburg Fire District by Maintaining high standards and high morale through training camaraderie, teamwork and community service	Coburg Volunteer Firefighters Association		PO Box 8345		Coburg	OR	97408	5416861573	01/01/2025	12/31/2025	2263.0000	0.0000	0.0000	0.0000	28410.0000
36958	36403	125	501(c)(3)	760836781	The Institute of Halal investing provides information about Islamic finance, banking and investment in order to demystify one of the fastest growing areas of finance.	Institute of Halal Investing, Inc		7 Walking Woods Dr		Lake Oswego	OR	970351023	5039972007	01/01/2024	12/31/2024	751385.0000	0.0000	0.0000	0.0000	2870450.0000
36964	36409	288	501(c)(0)	331119226	To provide and promote the sport of bowling to youth and adults through scholarships, seminars, and regular leagues.	Nickel Bowling USBC Association, Inc	Stacia Macalister	432 Taylor Street		Myrtle Creek	OR	97457	4065895909	01/01/2024	12/31/2024	-737.6100	0.0000	0.0000	0.0000	3872.3200
36965	36410	296	501(c)(3)	202736000	The raising of funds for the construction of the Gate - a Christian Community Youth Center, the coordination of the construction of the center, the establishment of ongoing funding sources for the operation of the Gate and the oversight of ongoing operation of the Gate.	Gate Youth Association, The	Donn Wahl	PO Box 453		Independence	OR	97351	5038371243	01/01/2025	12/31/2025	943543.0000	490272.0000	249054.0000	56360.0000	7062677.0000
36966	36411	89	501(c)(3)	680674742	To raise money to buy costumes and supplies.	Casa de la Cultura Tlanese	c/o Margarito Sumoza	2435 Burlington St NE		Salem	OR	97301	5036890389	01/01/2023	12/31/2023	174704.0000	107757.0000	0.0000	0.0000	31778.0000
36970	36415	565	501(c)(3)	870745111	To provide educational information to consumers regarding financial budgeting, debt management, and restoration of good credit	Cricket Debt Counseling, Inc.		219 SW Harvey Milk St, Ste 200		Portland	OR	97204	5033530400	01/01/2024	12/31/2024	1408309.0000	771790.0000	604785.0000	0.0000	3117119.0000
36972	36417	321	501(c)(3)	721598400	To provide both recreational and competitive fastpitch softball opportunities and softball t-ball opportunities for girls 18 years of age and below residing within and around Clackamas County.	Clackamas County Girls Softball Association	c/o Heather McFarland	909 Pierce Street		Oregon City	OR	97045	5035020618	01/01/2024	12/31/2024	88029.0000	0.0000	0.0000	0.0000	56310.0000
36973	36418	382	501(c)(3)	300315618	Providing affordable senior housing for people of 62 years of age or older.	RVM Central Point Housing Corporation		One W Main St, Ste 303		Medford	OR	97501	5418577205	07/01/2024	06/30/2025	431393.0000	355692.0000	149976.0000	0.0000	2820275.0000
36976	36421	205	501(c)(3)	202781847	Provide members with a forum to learn more about preservation technology and to provide the public with information regarding preservation technologies	Association for Preservation Technology International Northwest Chapter	c/o Rhoda Lawrence	122 NW 58th St		Seattle	WA	98107	2064577871	01/01/2024	12/31/2024	1500.0000	0.0000	0.0000	0.0000	11325.4900
36978	36423	91	501(c)(3)	202369072	Art Now supports and encourages artist and students through a series of civic art events and workshops held in Southern Oregon.	ArtNow	ATTN: Cynthia Salbato, President	15 N Main St		Ashland	OR	97520	5412612828	08/01/2024	07/31/2025	40652.7000	48043.0600	0.0000	0.0000	12937.2600
36980	36425	398	501(c)(3)	743140832	To promote home ownership opportunities through annual fair, homebuyer education classes, and counseling services.  All activities are free to the public.	African American Alliance for Home Ownership, Inc.		825 NE 20th Ave, Ste 100		Portland	OR	97227	5035953517	07/01/2023	06/30/2024	4421289.0000	4042689.0000	126907.0000	21150.0000	1469476.0000
36981	36426	560	501(c)(3)	202799371	To provide food and shelter to the homeless in Washington County and whatever other assistance is necessary because of economic circumstances beyond their control	Heart for the Homeless, Inc.	Jerry Propst	909 NE Linden St		Hillsboro	OR	97124	5035153048	01/01/2025	12/31/2025	1418.0000	2009.0000	0.0000	0.0000	31568.1000
36984	36429	205	501(c)(3)	360724325	To meet the educational and leadership needs of healthcare executives; to promote high ethical standards and conduct; and to advance healthcare leadership and management excellence	Foundation of the American College of Healthcare Executives		300 S. Riverside Plaza, Ste. 1900		Chicago	IL	60606	3124242800	01/01/2024	12/31/2024	0	12213427.0000	3978048.0000	314683.0000	0
36986	36431	529	501(c)(0)	203555475	To foster awareness, to advocate for clean air, and to mobilize citizen action in local communities on the Central Oregon Coast.	Concerned Citizens for Clean Air	Maxine Centala	PO Box 2124		Waldport	OR	97394	5415633651	01/01/2025	12/31/2025	8345.0000	0.0000	0.0000	0.0000	10524.2400
36987	36432	575	501(c)(3)	412203849	Organized exclusively for charitable, educational, and social services that support and enhance the needs and interests of senior and disabled citizens in our area	Santiam Senior Center		41818 Kingston Jordan Rd SE		Stayton	OR	97383	5037672009	01/01/2024	12/31/2024	17287.0000	0.0000	0.0000	0.0000	81426.0000
36992	36435	349	501(c)(3)	721218825	Serves to teach, propagate and practice the Christian religion, to cultivate a community-based ministry for the people of Desire Housing Project and its surrounding neighborhoods	Desire Street Ministries	Michelle Simmons	1566 Donald Lee Hollowel Pkwy NW	Suite 115, Unit A14	Atlanta	GA	30318	6786813979	07/01/2024	06/30/2025	0.0000	894619.0000	239431.0000	80575.0000	0.0000
36994	36437	530	501(c)(3)	320160439	Organized for educating the public regarding the development of food systems that guarantee safe, wholesome food produced in a humane and sustainable manner that simultaneously protect public water; researching and informing citizens about the dangers posed by industrialized agriculture and aquaculture; and protecting the environment by preventing the shift of control water resources including oceans; rivers and groundwater form the public to private corporations	Food & Water Watch	c/o Taylor Dorius Labyrinth, Inc	812 N Prince St		Lancaster	PA	17603	2026832500	07/01/2024	06/30/2025	0.0000	12381027.0000	1560167.0000	2067620.0000	0.0000
36995	36438	602	501(c)(3)	133615533	To help donors create thoughtful, effective philanthropy throughout the world, provides research and counsel on charitable giving, develops philanthropy programs, and offers complete program, administrative and management services for foundations and trusts. It operates a charitable giving fund (The Philanthropic Collaborative) through which clients can make gifts, participate in funding consortia, and operate nonprofit initiatives	Rockefeller Philanthropy Advisors, Inc.	Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	2128124330	01/01/2024	12/31/2024	0.0000	717816546.0000	21427285.0000	2810392.0000	0.0000
36996	36439	529	501(c)(3)	841612422	To strengthen the grassroots environmental movement in developing regions by making small grants to groups striving for environmental sustainability	Global Greengrants Fund, Inc.	Nicole Vang	2840 Wilderness Pl. Ste A		Boulder	CO	80301	3039399866	07/01/2023	06/30/2024	0.0000	27057302.0000	2085296.0000	1511025.0000	0.0000
37007	36448	161	501(c)(3)	223115041	To find a cure for Hereditary Hemorrhagic Telangiectasia while saving the lives and improving the well-being of individuals and families affected by HHT	HHT Foundation International, Inc.	Cathleen Kinnear	PO Box 329		Monkton	MD	21111	4103579932	07/01/2024	06/30/2025	0.0000	6146108.0000	612535.0000	370532.0000	0.0000
37009	36450	560	501(c)(3)	205276353	To provide humanitarian aid and assistance to people living in poverty around the world	World's Children	Andrew Gillihan	PO Box 2345		Sisters	OR	97759	5419040789	01/01/2024	12/31/2024	800839.0000	771991.0000	61044.0000	27462.0000	997003.0000
37012	36453	34	501(c)(3)	364577438	For charitable, educational, and related social purposes for Grant High School alumni, and to raise and disburse funds for the benefit of Grant High School, alumni, & families, faculty, staff, students, and the Grant community	U.S. Grant High School of Portland, Oregon Alumni Association		PO Box 13291		Portland	OR	97213	3608287741	01/01/2025	12/31/2025	13967.0000	5600.0000	0.0000	0.0000	101517.0000
37013	36454	399	501(c)(3)	352263572	To advocate for the independent living needs of individuals with disabilities of the state of Oregon and to develop resources that allow Cll’s to provide the services needed by Oregonians with disabilities so that they may live independently in the situation and community of their choice.	Association of Oregon Centers for Independent Living		1839 NE Couch St		Portland	OR	97232	5032327411	10/01/2024	09/30/2025	14850.0000	22257.0000	0.0000	0.0000	40538.0000
37015	36455	560	501(c)(3)	830417913	To distribute food in an emergency fashion to those in need.	Vale Pantry, The		PO Box 35		Vale	OR	97918	2085136484	01/01/2025	12/31/2025	103246.0000	0.0000	0.0000	0.0000	55052.0000
37018	36458	30	501(c)(3)	202738271	To develop, maintain, raise funds for and operate a public charter school in Portland, Oregon.	Cottonwood School of Civics and Science, The		640 S Bancroft St		Portland	OR	97239	5032441697	07/01/2024	06/30/2025	2230593.0000	1721658.0000	1011536.0000	0.0000	358455.0000
37025	36465	602	501(c)(3)	202789741	A supporting organization of Blanchet Catholic School, designed to receive and hold donations restricted by the donor as an endowment. Organization invests these funds and distributes the income periodically to the school.	Blanchet Catholic School Foundation		4373 Market St NE		Salem	OR	97301	5033912639	07/01/2024	06/30/2025	201660.0000	410000.0000	5742.0000	0.0000	565072.0000
37035	36475	601	501(c)(3)	203108038	To promote the vitality of the OHS Boosters as the support group of Ontario High School co-curricular activities.	Ontario High School Booster Club		PO Box 324		Ontario	OR	97914	2088900904	01/01/2025	12/31/2025	19287.0000	0.0000	0.0000	0.0000	56490.0000
37040	36480	35	501(c)(3)	202741951	To provide support of programs for kids in public education; specific to Memorial Elem.	Memorial PTA		501 NW 14th St		McMinnville	OR	97128	5035654800	07/01/2024	06/30/2025	55953.0000	24552.0000	0.0000	0.0000	44783.0000
37042	36482	288	501(c)(3)	202589761	To promote and support the sport of bowling.	Lower Columbia USBC Association		93144 Knappa Platt Rd		Astoria	OR	97103	5034586783	08/01/2024	07/31/2025	1192.0000	0.0000	0.0000	0.0000	1489.0000
37046	36486	382	501(c)(3)	911214491	To provide elderly persons and handicapped persons with housing facilities and services designed to meet their physical, social, and psychological needs and to promote their health, security, happiness, and usefulness in longer living, the changes for such facilities and services to predicated upon the provision, maintenance and operation thereof on a nonprofit basis.	Gamelin-Oregon Association, The	Attn: Tax Department	1801 Lind Ave SW		Renton	WA	980579016	8553605478	01/01/2024	12/31/2024	624260.0000	488450.0000	50395.0000	0.0000	-327890.0000
37047	36487	353	501(c)(3)	113823736	To protect, enhance, conserve and restore the water resources of the Upper Rogue for beneficial, economic, environmental and social use.	Rogue River Watershed Council		89 Alder St.		Central Point	OR	97502	5414236158	01/01/2025	12/31/2025	2906980.0000	2641011.0000	165210.0000	30124.0000	429475.0000
37048	36488	602	501(c)(3)	942682387	To expand the charitable, educational and scientific goals of the American Academy of Ophthalmology, raising financial support and implementing programs that advance ophthalmic education resulting in the best possible eye care for the public.	Foundation of the American Academy of Ophthalmology	Vicky Loni	655 Beach St		San Francisco	CA	94109	4155618530	04/01/2024	03/31/2025	0	12937324.0000	3313131.0000	1068674.0000	0
37051	36491	46	501(c)(3)	721604232	To provide to the pubic an arts-integrated educational program, and to conduct and promote activities which help give young people a sense of responsibility and respect	Portland Village School		4650 S Macadam Ave		Portland	OR	97239	5034450056	07/01/2024	06/30/2025	5788648.0000	3844597.0000	2761284.0000	0.0000	506875.0000
