DATE CHECKED,ORG NAME,EIN,STATUS,EXPIRATION DATE,SOURCE,NOTES
7/20/2026,BUILDING CHARACTER,84-3212354,Upcoming Filing,9/30/2026,,
7/20/2026,Building Character,84-3212354,Upcoming Filing,9/30/2026,,
7/20/2026,BUILDING COMMUNITIES INTERNATIONAL,47-1579058,Closed,,,
7/20/2026,BUILDING CONNEXTIONS INC,87-4065337,Closed,,,
7/20/2026,Building Connextions Inc,87-4065337,Closed,12/31/2023,,
7/20/2026,BUILDING HEARTS FOUNDATION,84-4524794,Current,1/31/2027,,
7/20/2026,Building Hearts Foundation,84-4524794,Current,1/31/2027,,
7/20/2026,BUILDING HOPE ABROAD,88-3893723,Closed,,,
7/20/2026,BUILDING HOPE FOUNDATION,87-4106979,Closed,,,
7/20/2026,Building Hope Foundation,87-4106979,Closed,12/31/2025,,
7/20/2026,"Building Hope Holdings, Inc.",83-1338335,Upcoming Filing,7/31/2026,,
7/20/2026,"Building Opportunities for Schools, Healthcare, and Tomorrow",41-2702247,Upcoming Filing,11/30/2026,,
7/20/2026,"BUILDING OWNERS & MANAGERS ASSN. OF SALT LAKE CITY, INC",94-2462544,Closed,,,
7/20/2026,Building Owners And Managers Assn Of Salt Lake City Inc,94-2462544,Closed,5/1/1999,,
7/20/2026,BUILDING UTAH YOUTH,46-4358439,Current,3/31/2027,,
7/20/2026,Building Utah Youth,46-4358439,Current,3/31/2027,,
7/20/2026,BUILDING YOUTH AROUND THE WORLD,27-0928729,Upcoming Filing,9/30/2026,,
7/20/2026,Building Youth Around The World,27-0928729,Upcoming Filing,9/30/2026,,
7/20/2026,Built For Freedom Inc,93-1559481,Closed,5/31/2026,,
7/20/2026,"BUILT FOR FREEDOM, INC.",93-1559481,Delinquent,5/31/2026,,
7/20/2026,BUILT TOUGH IN THE WASATCH,47-1862869,Closed,,,
7/20/2026,Buk Foundation,81-0766995,Upcoming Filing,12/31/2026,,
7/20/2026,"BUK FOUNDATION, THE",81-0766995,Upcoming Filing,12/31/2026,,
7/20/2026,BUKOOS SOFTBALL,32-0221771,Closed,,,
7/20/2026,BULL MOOSE WATERWORKS COMPANY,85-4270507,Upcoming Filing,11/30/2026,,
7/20/2026,Bull Moose Waterworks Company,85-4270507,Upcoming Filing,11/30/2026,,
7/20/2026,Bulldog Baseball,87-3955727,Not Registered,,,
7/20/2026,BULLDOG BASEBALL CORP.,87-3955727,Upcoming Filing,12/31/2026,,
7/20/2026,"BULLDOG BOOSTERS, INC.",37-1356668,Closed,,,
7/20/2026,BULLDOG CLUB OF UTAH,48-1259135,Current,4/30/2027,,
7/20/2026,Bulldog Club Of Utah,48-1259135,Current,4/30/2027,,
7/20/2026,BULLS BASKETBALL PROGRAM,92-0859626,Delinquent,10/31/2024,,
7/20/2026,BULLY PROOFING YOU FOUNDATION,83-0546221,Current,1/31/2027,,
7/20/2026,Bully Proofing You Foundation,83-0546221,Current,1/31/2027,,
7/20/2026,"BUNDLES OF HOPE SLC, INC.",82-1958358,Closed,,,
7/20/2026,"Bunga, Inc.",41-4709860,Current,3/31/2027,,
7/20/2026,Bunker Family Association Of America,02-6036835,Not Registered,,,
7/20/2026,BUNNY'S HELPERS,93-1829464,Delinquent,6/30/2026,,
7/20/2026,"BURKE MEMORIAL HALL, INC.",74-2448860,Closed,,,
7/20/2026,BURKINABE WELLNESS FOUNDATION,88-1952478,Closed,,,
7/20/2026,Burkinabe Wellness Foundation,88-1952478,Closed,5/31/2023,,
7/20/2026,BURMA EDUCATION & RELIEF ASSOCIATION OF UTAH,82-4902861,Closed,,,
7/20/2026,BURMA HUMANITARIAN MISSION,26-3268421,Current,5/31/2027,,
7/20/2026,Burma Humanitarian Mission,26-3268421,Current,5/31/2027,,
7/20/2026,BURNING SISSY VALLEY,92-2551889,Current,2/28/2027,,
7/20/2026,Burning Sissy Valley,92-2551889,Current,2/28/2027,,
7/20/2026,BURNINGHAM FOUNDATION,20-2942262,Current,6/30/2027,,
7/20/2026,Burningham Foundation,20-2942262,Current,6/30/2027,,
7/20/2026,Burns Bench Irrigation Co,84-2176722,Upcoming Filing,8/31/2026,,
7/20/2026,Burr Trail Farms Ii Inc,82-3173115,Current,5/31/2027,,
7/20/2026,"BURR TRAIL FARMS II, INC.",82-3173115,Current,5/31/2027,,
7/20/2026,Burrell-Preferred Inc,87-2756443,Delinquent,6/30/2026,,
7/20/2026,BURRITO PROJECT SLC,47-4655180,Closed,,,
7/20/2026,Burrito Project Slc,47-4655180,Closed,7/31/2020,,
7/20/2026,BURROWS CARE CORPORATION,93-2718168,Closed,,,
7/20/2026,Burrows Care Corporation,93-2718168,Closed,8/31/2025,,
7/20/2026,BURT BULLOCK FOUNDATION,87-2768252,Upcoming Filing,9/30/2026,,
7/20/2026,Burt Bullock Foundation,87-2768252,Upcoming Filing,9/30/2026,,
7/20/2026,BURTON ELEMENTARY PARENT TEACHER ORGANIZATION,47-4625768,Upcoming Filing,7/31/2026,,
7/20/2026,Burton Elementary Parent Teacher Organization — Burton Elementary Pto,47-4625768,Not Registered,,,
7/20/2026,Burundi Community Of Utah,80-0759097,Not Registered,,,
7/20/2026,Business And Public Policy Center,93-4788480,Upcoming Filing,12/31/2026,,
7/20/2026,"BUSINESS AND PUBLIC POLICY CENTER, LLC",93-4788480,Upcoming Filing,12/31/2026,,
7/20/2026,Business Education And Resource Center Inc,93-4309260,Upcoming Filing,11/30/2026,,
7/20/2026,BUSINESS EDUCATION AND RESOURCE CENTER INC.,93-4309260,Upcoming Filing,11/30/2026,,
7/20/2026,Business Engaging Liberal Learning,33-1803557,Upcoming Filing,10/31/2026,,
7/20/2026,Business Owners Of Bluff,87-0617843,Upcoming Filing,9/30/2026,,
7/20/2026,"BUSINESS TO BUSINESS, INC.",20-0832099,Closed,,,
7/20/2026,BUSINESS TRAINING & RESOURCE CENTER,46-4634013,Closed,,,
7/20/2026,Business Training & Resource Center,46-4634013,Closed,1/31/2025,,
7/20/2026,"BUTTERFLIES, TREES AND DREAMS",20-1187823,Delinquent,6/30/2026,,
7/20/2026,"BWIL SPORTS GROUP, INC.",47-3822219,Current,4/30/2027,,
7/20/2026,BWILD,83-3426449,Closed,,,
7/20/2026,Bwild,83-3426449,Closed,2/28/2021,,
7/20/2026,By Common Consent Press Inc,81-4481746,Upcoming Filing,10/31/2026,,
7/20/2026,By The People,84-3519194,Delinquent,10/31/2025,,
7/20/2026,Bybee Family Foundation,20-2571093,Current,4/30/2029,,
7/20/2026,BYU LACROSSE BOOSTERS,47-2028923,Closed,,,
7/20/2026,Byu Lacrosse Boosters,47-2028923,Closed,9/30/2017,,
7/20/2026,C & W Inc,87-0483618,Closed,2/28/2025,,
7/20/2026,C 4 Ever Green — Education,92-2865784,Not Registered,,,
7/20/2026,C Charles Jackson Foundation,41-1996905,Closed,3/31/2025,,
7/20/2026,C Comstock Clayton Foundation,23-7007241,Not Registered,,,
7/20/2026,C G Charitable Fund,20-0495002,Upcoming Filing,12/31/2026,,
7/20/2026,C Joy Foundation,26-1443562,Not Registered,,,
7/20/2026,C S Lewis Academy,16-1779566,Upcoming Filing,10/31/2026,,
7/20/2026,C Scott And Dorothy E Watkins Charitable Foundation — Lisa Marie Blake Ttee,87-6218993,Not Registered,,,
7/20/2026,C3 M Family Foundation — Stanley Douglas Glendenning Ttee,81-6923715,Not Registered,,,
7/20/2026,Cabinet Solmem,42-2673570,Current,5/31/2027,,
7/20/2026,"CABLE TELEVISION LABORATORIES, INC.",04-3012897,Closed,,,
7/20/2026,CACHE ARCHERY CLUB,84-1410206,Delinquent,11/1/1998,,
7/20/2026,CACHE ARCHERY CLUB.,84-1410206,Upcoming Filing,12/31/2026,,
7/20/2026,Cache Chamber Of Commerce,87-0149425,Not Registered,,,
7/20/2026,CACHE CHILDREN'S CHOIR,87-0510232,Current,1/31/2027,,
7/20/2026,Cache Childrens Choir,87-0510232,Not Registered,,,
7/20/2026,CACHE COMMUNITY BAND,37-1756461,Current,4/30/2027,,
7/20/2026,Cache Community Band,37-1756461,Current,4/30/2027,,
7/20/2026,Cache Community Connections,99-4152320,Current,4/30/2027,,
7/20/2026,Cache Community Connections,99-4152320,Current,4/30/2027,,
7/20/2026,Cache Community Food Pantry Inc,87-0512889,Upcoming Filing,8/31/2026,,
7/20/2026,"CACHE COMMUNITY FOOD PANTRY, INC.",87-0512889,Upcoming Filing,8/31/2026,,
7/20/2026,"CACHE COMMUNITY HISPANIC CENTER, INC.",87-0539756,Closed,,,
7/20/2026,"CACHE COUNTY BAR ASSOCIATION, INC.",71-0900410,Closed,,,
7/20/2026,CACHE COUNTY COMMUNITY FOUNDATION,94-2919941,Current,4/30/2027,,
7/20/2026,Cache County Community Foundation,94-2919941,Current,4/30/2027,,
7/20/2026,CACHE COUNTY FARM BUREAU FEDERATION,87-0416385,Closed,,,
7/20/2026,Cache County Farm Bureau Federation,87-0416385,Closed,9/30/2025,,
7/20/2026,CACHE COUNTY JUNIOR LIVESTOCK SALE,85-2053840,Current,7/31/2027,,
7/20/2026,Cache County Junior Livestock Sale,85-2053840,Current,7/31/2027,,
7/20/2026,Cache County Sheriffs Deputies Association Inc,27-3650422,Closed,10/31/2021,,
7/20/2026,CACHE COUNTY SUB FOR SANTA,87-0509283,Delinquent,3/25/2009,,
7/20/2026,Cache County Sub For Santa,87-0509283,Upcoming Filing,11/30/2026,,
7/20/2026,CACHE EDUCATION FOUNDATION,74-2540336,Current,1/31/2027,,
7/20/2026,Cache Education Foundation,74-2540336,Current,1/31/2027,,
7/20/2026,Cache Employment & Training Center,87-0436257,Current,6/30/2027,,
7/20/2026,CACHE EMPLOYMENT AND TRAINING CENTER,87-0436257,Current,6/30/2027,,
7/20/2026,CACHE HUMANE SOCIETY,51-0187825,Upcoming Filing,9/30/2026,,
7/20/2026,Cache Humane Society,51-0187825,Upcoming Filing,9/30/2026,,
7/20/2026,Cache Kings Rugby,41-4809053,Current,1/31/2027,,
7/20/2026,"CACHE MICROCINEMA, INC.",77-0631644,Closed,,,
7/20/2026,Cache Practical Shooters,38-4097015,Upcoming Filing,10/31/2026,,
7/20/2026,Cache Practical Shooters,38-4097015,Upcoming Filing,10/31/2026,,
7/20/2026,CACHE RECYCLING COALITION,87-0481025,Closed,,,
7/20/2026,Cache Refugee And Immigrant Connection,47-1525678,Current,6/30/2028,,
7/20/2026,Cache Rich Association Of Realtors Incorporated,87-0384193,Closed,3/31/2011,,
7/20/2026,CACHE ROCK AND GEM CLUB,84-5095593,Current,2/28/2027,,
7/20/2026,Cache Rock And Gem Club,84-5095593,Current,2/28/2027,,
7/20/2026,CACHE SUN 'N' SNOW RUNNERS,87-0415821,Closed,,,
7/20/2026,Cache Sun N Snow Runners,87-0415821,Not Registered,,,
7/20/2026,CACHE TRAILS ALLIANCE,81-5454419,Current,2/28/2027,,
7/20/2026,CACHE VALLEY AIDS COUNCIL,87-0530088,Closed,,,
7/20/2026,CACHE VALLEY AMATEUR HOCKEY ASSOCIATION,87-0675326,Delinquent,5/18/2002,,
7/20/2026,Cache Valley Amateur Hockey Association,87-0675326,Upcoming Filing,9/30/2026,,
7/20/2026,Cache Valley Angels,39-2515403,Current,6/30/2027,,
7/20/2026,Cache Valley Angels,39-2515403,Current,6/30/2027,,
7/20/2026,"CACHE VALLEY ATHLETICS & SPORTS, INC.",20-3790858,Closed,,,
7/20/2026,"CACHE VALLEY AVIATION ASSOCIATION , INC.",83-3775689,Closed,,,
7/20/2026,Cache Valley Aviation Association Inc,83-3775689,Closed,5/31/2021,,
7/20/2026,CACHE VALLEY BASKETBALL ACADEMY AND ELITE TEAMS,27-3287866,Upcoming Filing,8/31/2026,,
7/20/2026,Cache Valley Basketball Academy And Elite Teams,27-3287866,Upcoming Filing,8/31/2026,,
7/20/2026,CACHE VALLEY BEEKEEPERS ASSOCIATION,46-5419805,Closed,,,
7/20/2026,"CACHE VALLEY BIBLE EVANGELICAL FREE FELLOWSHIP, INCORPORATED",87-0393538,Current,3/31/2027,,
7/20/2026,Cache Valley Cat Wranglers,39-3285956,Upcoming Filing,7/31/2026,,
7/20/2026,Cache Valley Cat Wranglers,39-3285956,Upcoming Filing,7/31/2026,,
7/20/2026,CACHE VALLEY CENTER FOR THE ARTS,74-2550700,Upcoming Filing,10/31/2026,,
7/20/2026,Cache Valley Center For The Arts,74-2550700,Upcoming Filing,10/31/2026,,
7/20/2026,"CACHE VALLEY CHILDREN'S MUSEUM, INC.",99-1748170,Current,3/31/2027,,
7/20/2026,Cache Valley Childrens Museum Inc,99-1748170,Not Registered,,,
7/20/2026,Cache Valley Civic Ballet Association,87-0387940,Upcoming Filing,8/31/2026,,
7/20/2026,"CACHE VALLEY CIVIC BALLET ASSOCIATION, THE",87-0387940,Upcoming Filing,8/31/2026,,
7/20/2026,Cache Valley Cowboy Rendezvous Llc,27-2850114,Current,3/31/2027,,
7/20/2026,"CACHE VALLEY COWBOY RENDEZVOUS, INC",27-2850114,Current,3/31/2027,,
7/20/2026,"CACHE VALLEY COWBOY RENDEZVOUS, INC.",27-2850114,Delinquent,9/30/2014,,
7/20/2026,Cache Valley Cruising Association Inc,41-2085187,Current,6/30/2027,,
7/20/2026,"CACHE VALLEY CRUISING ASSOCIATION, INC.",41-2085187,Current,6/30/2027,,
7/20/2026,Cache Valley Figure Skating Club Inc — George S Eccles Ice Center,20-1197001,Not Registered,,,
7/20/2026,"CACHE VALLEY FIGURE SKATING CLUB, THE",20-1197001,Current,1/31/2027,,
7/20/2026,CACHE VALLEY FIRE PUBLIC EDUCATION COALITION,87-0488089,Closed,,,
7/20/2026,Cache Valley Fire Public Education Coalition,87-0488089,Closed,3/31/2017,,
7/20/2026,CACHE VALLEY FOR HOPE CANCER FOUNDATION,45-2128068,Current,6/30/2027,,
7/20/2026,Cache Valley For Hope Cancer Foundation,45-2128068,Current,6/30/2027,,
7/20/2026,CACHE VALLEY HOME BUILDERS ASSOCIATION,87-0330231,Upcoming Filing,7/31/2026,,
7/20/2026,Cache Valley Home Builders Association,87-0330231,Upcoming Filing,7/31/2026,,
7/20/2026,CACHE VALLEY HUMANITARIAN CENTER,87-2084709,Upcoming Filing,8/31/2026,,
7/20/2026,Cache Valley Humanitarian Center,87-2084709,Current,8/31/2027,,
7/20/2026,CACHE VALLEY KIDS MARKET INC,99-1584736,Current,1/31/2027,,
7/20/2026,Cache Valley Kids Market Inc — Hyrum Farm Kids Market,99-1584736,Not Registered,,,
7/20/2026,CACHE VALLEY LEARNING CENTER FOUNDATION,20-3149907,Closed,,,
7/20/2026,Cache Valley Marine Corps League Auxiliary,84-3744236,Not Registered,,,
7/20/2026,CACHE VALLEY MUSHERS CORP.,26-1170889,Closed,,,
7/20/2026,CACHE VALLEY OASIS,81-1249266,Closed,,,
7/20/2026,Cache Valley Rugby Club — Cache Valley Pirates,84-4563406,Not Registered,,,
7/20/2026,CACHE VALLEY SCHOOLS MOUNTAIN BIKING TEAM,81-2374095,Delinquent,4/30/2026,,
7/20/2026,Cache Valley Schools Mountain Biking Team,81-2374095,Delinquent,4/30/2026,,
7/20/2026,Cache Valley Senior Living Guide,42-1822649,Current,4/30/2027,,
7/20/2026,CACHE VALLEY SKI RACE INC,87-0432921,Closed,,,
7/20/2026,Cache Valley Ski Race Inc,87-0432921,Closed,9/30/2025,,
7/20/2026,"CACHE VALLEY SKI RACE, INC.",87-0432921,Closed,,,
7/20/2026,Cache Valley Soccer League Inc,87-0389807,Upcoming Filing,8/31/2026,,
7/20/2026,"CACHE VALLEY SOCCER LEAGUE, INC.",87-0389807,Delinquent,9/3/2006,,
7/20/2026,Cache Valley String Festival,92-2434828,Current,7/31/2027,,
7/20/2026,Cache Valley String Festival,92-2434828,Current,7/31/2027,,
7/20/2026,Cache Valley Symphonic Society,33-2017968,Upcoming Filing,11/30/2026,,
7/20/2026,Cache Valley Symphonic Society,33-2017968,Upcoming Filing,11/30/2026,,
7/20/2026,CACHE VALLEY ULTIMATE,83-3664322,Current,5/31/2027,,
7/20/2026,Cache Valley Ultimate,83-3664322,Current,5/31/2027,,
7/20/2026,CACHE VALLEY UNITARIAN UNIVERSALISTS,20-5015611,Upcoming Filing,11/30/2026,,
7/20/2026,Cache Valley Vaqueros The,39-2756227,Current,6/30/2027,,
7/20/2026,CACHE VALLEY VELOISTS BICYCLE TOURING CLUB,74-3087423,Closed,,,
7/20/2026,Cache Valley Veterans Assocation,47-3797412,Not Registered,,,
7/20/2026,CACHE VALLEY VETERANS ASSOCIATION,87-0665697,Closed,,,
7/20/2026,CACHE WATERPOLO,82-1269953,Current,4/30/2027,,
7/20/2026,Cache Waterpolo — Cache County Waterpolo,82-1269953,Not Registered,,,
7/20/2026,CACHE YOUTH ORCHESTRAS,88-0952742,Current,5/31/2027,,
7/20/2026,Cache Youth Orchestras,88-0952742,Current,5/31/2027,,
7/20/2026,"CACHE-RICH ASSOCIATION OF REALTORS, INCORPORATED",87-0384193,Closed,,,
7/20/2026,Caddy Group Donor Foundation Inc,47-5105964,Current,6/30/2027,,
7/20/2026,"CADDY GROUP DONOR FOUNDATION, INC.",47-5105964,Current,6/30/2027,,
7/20/2026,CAHOON AND MAXFIELD IRRIGATION COMPANY,87-0230278,Closed,,,
7/20/2026,Caide Roberts Memorial Scholarship,87-0910436,Current,5/31/2027,,
7/20/2026,CAIDE ROBERTS MEMORIAL SCHOLARSHIP INC,87-0910436,Current,5/31/2027,,
7/20/2026,"Cair-Foundation, Inc.",770646756,Not Registered,,,
7/20/2026,Cairn Academy Inc,32-0078137,Closed,5/31/2020,,
7/20/2026,"CAIRN ACADEMY, INC.",32-0078137,Closed,,,
7/20/2026,Cairn Empowerment For Women — Southern Utah Womens Conference,84-2043457,Not Registered,,,
7/20/2026,"CAIRN EMPOWERMENT FOR WOMEN, THE",84-2043457,Upcoming Filing,7/31/2026,,
7/20/2026,CAKE4KIDS,45-3148916,Current,3/31/2027,,
7/20/2026,Cal Green Sustainability,47-1957374,Not Registered,,,
7/20/2026,CALCUTTA MERCY MINISTRIES,20-3432133,Closed,,,
7/20/2026,CALIFORNIA ASSOCIATION FOR RESEARCH IN ASTRONOMY,95-3972799,Closed,,,
7/20/2026,CALIFORNIA COMMUNITY FOUNDATION,95-3510055,Not Registered,,,
7/20/2026,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,94-2254303,Current,4/30/2027,,
7/20/2026,CALIFORNIA ONLINE PUBLIC SCHOOLS,51-0596749,Current,1/31/2027,,
7/20/2026,"CALIFORNIA SPORTS GROUP, INC.",84-5175230,Current,2/28/2027,,
7/20/2026,California Youth Education In Shooting Sports — Cayess,46-3570764,Not Registered,,,
7/20/2026,Call Foundation,20-8389909,Current,1/31/2027,,
7/20/2026,"CALL FOUNDATION, THE",20-8389909,Current,1/31/2027,,
7/20/2026,CALL TO ACTION FOUNDATION,88-2726669,Upcoming Filing,9/30/2026,,
7/20/2026,Call To Action Foundation,88-2726669,Upcoming Filing,9/30/2026,,
7/20/2026,Call To Give 2 0 Inc,99-4004228,Current,6/30/2027,,
7/20/2026,Called To Serve,46-3246969,Closed,9/20/2007,,
7/20/2026,"CALLED TO SERVE, INC.",46-3246969,Closed,,,
7/20/2026,Calliope Radical Art By Radical Women — Calliope Utah,85-3728970,Not Registered,,,
7/20/2026,CALLIOPE: RADICAL ART BY RADICAL WOMEN,85-3728970,Closed,,,
7/20/2026,CALM CARES,82-4332263,Closed,,,
7/20/2026,Calm Cares,82-4332263,Closed,2/28/2025,,
7/20/2026,CALM FOUNDATION CORPORATION,99-4284413,Upcoming Filing,7/31/2026,,
7/20/2026,Calm Foundation Corporation,99-4284413,Upcoming Filing,7/31/2026,,
7/20/2026,CALSOLARFARMSANDEV,93-2645998,Upcoming Filing,12/31/2026,,
7/20/2026,"CALTON - STEELE FAMILY ASSOCIATION, INC.",87-0319909,Closed,,,
7/20/2026,CALVARY BAPTIST CHURCH,87-0417323,Closed,,,
7/20/2026,CALVARY CHAPEL HURRICANE VALLEY,46-3247359,Upcoming Filing,8/31/2026,,
7/20/2026,CALVARY CHAPEL KANAB,47-4554834,Current,7/31/2027,,
7/20/2026,CALVARY CHAPEL LOGAN,47-1808564,Upcoming Filing,11/30/2026,,
7/20/2026,"CALVARY CHAPEL NEW LIFE, INC.",47-1833231,Upcoming Filing,9/30/2026,,
7/20/2026,"CALVARY CHAPEL OF MOAB, INC.",87-0504943,Closed,,,
7/20/2026,CALVARY CHAPEL SEVIER VALLEY,47-1685895,Upcoming Filing,8/31/2026,,
7/20/2026,CALVARY CHAPEL WASATCH FRONT,87-0547986,Closed,,,
7/20/2026,CALVARY FULL GOSPEL CHURCH,73-1050778,Closed,,,
7/20/2026,CALVARY SALT LAKE,87-0431922,Current,2/28/2027,,
7/20/2026,CALVARY THRIFT STORE,47-2679258,Upcoming Filing,9/30/2026,,
7/20/2026,Calvary Thrift Store,47-2679258,Upcoming Filing,9/30/2026,,
7/20/2026,Calvary Tower Housing Inc,87-0442197,Upcoming Filing,12/31/2026,,
7/20/2026,"CALVARY TOWER HOUSING, INC.",87-0442197,Upcoming Filing,12/31/2026,,
7/20/2026,"CALVERT IMPACT CAPITAL, INC.",52-1591398,Upcoming Filing,10/31/2026,,
7/20/2026,Calvin D Nelson Charitable Support Tr For Friends Of Liberty Park Ten,30-6011477,Not Registered,,,
7/20/2026,"CAMA SERVICES, INC.",84-1234511,Closed,,,
7/20/2026,CAMBODIA JOB FOUNDATION,27-1409783,Upcoming Filing,12/31/2026,,
7/20/2026,Cambodia Job Foundation,27-1409783,Upcoming Filing,12/31/2026,,
7/20/2026,Cambodia Opportunity Initiative,42-1993971,Current,4/30/2027,,
7/20/2026,CAMBODIA PROJECTS FUND,87-2465986,Upcoming Filing,9/30/2026,,
7/20/2026,CAMBODIAN BUDDHIST TEMPLE OF UTAH INC.,87-0484980,Closed,,,
7/20/2026,CAMBRIDGE CREDIT COUNSELING CORP.,04-3337726,Upcoming Filing,9/30/2026,,
7/20/2026,"CAMBRIDGE UNITED FOUNDATION, THE",92-3659092,Closed,,,
7/20/2026,"CAMELOT HOMEOWNERS ASSOCIATION, INC.",58-1507258,Closed,,,
7/20/2026,CAMELOT SCHOLARSHIP FOUNDATION,68-0590373,Closed,,,
7/20/2026,Camelot Scholarship Foundation,68-0590373,Closed,8/31/2018,,
7/20/2026,CAMEROONIAN COMMUNITY IN UTAH,93-2458628,Delinquent,7/31/2025,,
7/20/2026,CAMFED U.S.A. FOUNDATION,54-2033897,Delinquent,4/30/2026,,
7/20/2026,CAMI'S CANINE RESCUE,93-2197090,Closed,,,
7/20/2026,CAMP FELLOWSHIP,87-4278365,Current,1/31/2027,,
7/20/2026,Camp Fellowship,87-4278365,Current,1/31/2027,,
7/20/2026,CAMP GLOSS,82-3090854,Closed,,,
7/20/2026,Camp Gloss,82-3090854,Closed,11/30/2021,,
7/20/2026,CAMP HAWKINS,27-2152930,Current,4/30/2027,,
7/20/2026,Camp Hawkins,27-2152930,Current,4/30/2027,,
7/20/2026,Camp Hobe Inc — Camp Hobe,57-1149391,Not Registered,,,
7/20/2026,"CAMP HOBE, INC.",57-1149391,Current,2/28/2027,,
7/20/2026,Camp Koah Inc,83-3825282,Closed,2/29/2020,,
7/20/2026,"CAMP KOAH, INC.",83-3825282,Closed,,,
7/20/2026,Camp Mighty Hands,39-2244972,Delinquent,4/30/2026,,
7/20/2026,"CAMP MITAKUYE OYASIN, INC.",87-0661896,Closed,,,
7/20/2026,CAMP RED FEATHER,27-0588305,Closed,,,
7/20/2026,CAMP U LEADERSHIP,45-2080451,Upcoming Filing,12/31/2026,,
7/20/2026,Camp U Leadership,45-2080451,Upcoming Filing,12/31/2026,,
7/20/2026,CAMP WE-LO-LON-NAN-NAI,87-0481804,Closed,,,
7/20/2026,Campaign for Tobacco-Free Kids,52-1969967,Upcoming Filing,7/31/2026,,
7/20/2026,Campaign Ready Inc,33-2467526,Closed,12/31/2025,,
7/20/2026,Campaign Ready Inc.,33-2467526,Closed,,,
7/20/2026,Campbell Family Foundation,30-0160241,Upcoming Filing,11/30/2026,,
7/20/2026,"CAMPBELL FAMILY FOUNDATION, THE",30-0160241,Delinquent,10/23/2005,,
7/20/2026,CAMPOS SPORTS,88-3129861,Upcoming Filing,8/31/2026,,
7/20/2026,Campos Sports,88-3129861,Upcoming Filing,8/31/2026,,
7/20/2026,"CAMPUS CRUSADE FOR CHRIST, INC.",66-0887484,Upcoming Filing,12/31/2026,,
7/20/2026,Canary Garden Inc,55-0821387,Closed,11/30/2020,,
7/20/2026,"CANARY GARDEN, INC.",55-0821387,Closed,,,
7/20/2026,CANCER BITES,46-5105003,Closed,,,
7/20/2026,Cancer Bites,46-5105003,Closed,4/30/2021,,
7/20/2026,CANCER IN THE CROSSHAIRS,92-2373157,Closed,,,
7/20/2026,Cancer In The Crosshairs,92-2373157,Closed,3/31/2025,,
7/20/2026,"CANCER PAIN RELIEF - UTAH, INC.",87-0536821,Closed,,,
7/20/2026,"CANCER RESEARCH INSTITUTE, INC.",13-1837442,Current,2/28/2027,,
7/20/2026,Cancer Wellness House Inc,87-0568405,Upcoming Filing,11/30/2026,,
7/20/2026,"CANCER WELLNESS HOUSE, INC.",87-0568405,Upcoming Filing,11/30/2026,,
7/20/2026,CANCER.IM FOUNDATION,20-5673310,Closed,,,
7/20/2026,"CANCIERGE FOUNDATION, THE",82-1633809,Delinquent,5/31/2026,,
7/20/2026,CANDLE IN A DARK ROOM,84-3172288,Closed,,,
7/20/2026,CANDLE OF LIGHT -VELA DE LUZ-,47-4406329,Closed,,,
7/20/2026,Candle Of Light Vela De Luz,47-4406329,Closed,7/31/2022,,
7/20/2026,"CANDY BOMBER FOUNDATION, THE",81-2879837,Delinquent,6/30/2026,,
7/20/2026,"CANINE ASSISTANTS, INC.",58-1974410,Delinquent,9/23/2010,,
7/20/2026,Canines With A Cause Foundation Incorporated,27-4402344,Upcoming Filing,12/31/2026,,
7/20/2026,"CANINES WITH A CAUSE FOUNDATION, INCORPORATED",27-4402344,Upcoming Filing,12/31/2026,,
7/20/2026,CANNON FOUNDATION,45-3848411,Closed,,,
7/20/2026,CANNON HINCKLEY CHURCH HISTORY GROUP,35-2570800,Upcoming Filing,8/31/2026,,
7/20/2026,Cannon Hinckley Church History Group,35-2570800,Upcoming Filing,8/31/2026,,
7/20/2026,CANTER HAVEN FARM,81-3713885,Current,2/28/2027,,
7/20/2026,Canter Haven Farm — Canter Haven Farm,81-3713885,Not Registered,,,
7/20/2026,Canticum Lucis Community Choir,41-2517133,Current,1/31/2027,,
7/20/2026,CANTORUM CHAMBER CHOIR,47-1444695,Current,6/30/2027,,
7/20/2026,Cantorum Chamber Choir,47-1444695,Current,6/30/2027,,
7/20/2026,Canvas4 Acause Inc,85-1361256,Closed,5/31/2024,,
7/20/2026,CANVAS4ACAUSE INC,85-1361256,Closed,,,
7/20/2026,CANYON BROOK PRIVATE SCHOOL,20-0480246,Closed,,,
7/20/2026,Canyon Brook Private School,20-0480246,Closed,12/31/2025,,
7/20/2026,CANYON COVE HOMEOWNERS ASSOCIATION,87-0485826,Delinquent,4/1/1995,,
7/20/2026,Canyon Cove Homeowners Association,87-0485826,Current,4/30/2027,,
7/20/2026,CANYON COVE HOMEOWNERS' ASSOCIATION,87-0485826,Current,4/30/2027,,
7/20/2026,Canyon Cove Seniors Inc,74-2380723,Current,6/30/2027,,
7/20/2026,"CANYON COVE SENIORS, INC.",74-2380723,Current,6/30/2027,,
7/20/2026,CANYON CREEK HOMEOWNERS ASSOCIATION,75-2399669,Closed,,,
7/20/2026,CANYON CREEK WOMEN'S CRISIS CENTER,87-0540825,Delinquent,6/30/2026,,
7/20/2026,Canyon Creek Womens Crisis Center,87-0540825,Not Registered,,,
